########################################################################################
#SPTpol TT, EE, and TE bandpowers and bandpower errors.
#Data presented in Table 2 of Henning et al., 2017.
#No calibration or beam uncertainty is included.
#
#Columns are (1) ell_min, (2) ell_max
#(3) TT ell_center, (4) TT in D_ell [uK^2], (5) TT error in D_ell [uK^2]
#(6) EE ell_center, (7) EE in D_ell [uK^2], (8) EE error in D_ell [uK^2]
#(9) TE ell_center, (10) TE in D_ell [uK^2], (11) TE error in D_ell [uK^2]
#
#Generated 2017/06/22
########################################################################################
1400.0	1450.0	1424.5	818.2	30.2	1424.5	12.5	0.6	1424.5	-39.3	3.4	
1450.0	1500.0	1474.5	722.0	30.2	1474.5	10.2	0.6	1474.5	-10.8	2.9	
1500.0	1550.0	1524.5	622.1	22.3	1524.5	15.0	0.7	1524.5	4.3	2.8	
1550.0	1600.0	1574.5	473.5	17.6	1574.5	19.2	0.8	1574.5	4.3	2.5	
1600.0	1650.0	1624.4	383.4	16.4	1624.4	21.3	0.8	1624.4	-13.7	2.8	
1650.0	1700.0	1674.5	401.0	15.0	1674.4	15.2	0.7	1674.5	-27.1	2.5	
1700.0	1750.0	1724.5	389.3	15.8	1724.4	11.1	0.6	1724.5	-25.0	2.1	
1750.0	1800.0	1774.4	403.5	14.9	1774.5	7.3	0.5	1774.4	-13.6	1.8	
1800.0	1850.0	1824.5	362.7	12.2	1824.5	8.4	0.5	1824.5	-6.5	1.6	
1850.0	1900.0	1874.5	260.4	10.3	1874.5	9.8	0.5	1874.5	-1.2	1.7	
1900.0	1950.0	1924.5	254.2	9.0	1924.5	11.3	0.6	1924.5	-13.7	1.6	
1950.0	2000.0	1974.5	239.5	8.1	1974.5	10.9	0.5	1974.5	-19.5	1.6	
2000.0	2100.0	2049.5	240.6	6.2	2049.5	6.7	0.3	2049.5	-15.3	1.0	
2100.0	2200.0	2149.4	186.1	4.9	2149.5	5.2	0.3	2149.5	-4.0	0.8	
2200.0	2300.0	2249.5	144.5	4.5	2249.5	5.9	0.3	2249.5	-4.8	0.8	
2300.0	2400.0	2349.5	131.2	3.9	2349.5	4.1	0.3	2349.5	-7.5	0.7	
2400.0	2500.0	2449.5	108.8	3.1	2449.5	2.8	0.2	2449.5	-1.9	0.6	
2500.0	2600.0	2549.5	89.6	2.2	2549.5	3.0	0.3	2549.5	-3.0	0.5	
2600.0	2700.0	2649.5	80.2	2.0	2649.5	1.8	0.3	2649.5	-4.8	0.5	
2700.0	2800.0	2749.5	69.4	1.8	2749.5	1.6	0.3	2749.5	-1.8	0.5	
2800.0	2900.0	2849.5	58.0	1.5	2849.5	1.5	0.3	2849.5	-1.9	0.5	
2900.0	3000.0	2949.5	54.3	1.4	2949.5	0.9	0.3	2949.5	-2.2	0.5	
3000.0	3500.0	3249.5	45.4	0.6	3249.5	0.4	0.2	3249.5	-0.4	0.2	
3500.0	4000.0	3749.5	41.1	0.7	3749.5	0.2	0.3	3749.5	-0.7	0.3	
4000.0	4500.0	4249.5	44.7	0.9	4249.5	-0.1	0.3	4249.5	-0.0	0.3	
4500.0	5000.0	4749.5	52.2	0.7	4749.5	0.0	0.5	4749.5	0.1	0.4	
5000.0	6000.0	5499.5	66.0	0.6	5499.5	-0.7	0.5	5499.5	-0.4	0.4	
6000.0	7000.0	6499.5	89.4	1.1	6499.5	2.6	1.0	6499.5	0.5	0.7	
7000.0	8000.0	7499.5	115.7	1.4	7499.5	-1.0	1.8	7499.5	-0.0	1.0	
